timestamp,bearing_deg,distance_m,radial_velocity_ms
0.194017,-0.276529,0.395343,0.064769
0.294054,-0.468307,0.600606,-0.023414
0.393997,1.534869,0.611843,-0.046947
0.494343,-0.926835,0.413512,-0.046573
0.594209,-3.826560,0.367392,-0.172492
0.694037,-2.025662,0.206542,0.031425
0.794049,-2.824607,0.150000,0.146565
0.894083,0.135056,0.273845,-0.142475
0.994046,0.221845,0.210123,-0.115099
1.094015,-1.201277,0.394140,-0.029169
1.194068,3.704556,0.198659,-0.001350
1.294028,1.645090,0.150000,-0.122084
1.394042,-3.919340,0.360773,-0.132819
1.494046,1.476933,0.358372,0.017137
1.594038,-0.602207,0.274870,-0.147852
1.694029,-0.921278,0.154031,0.105712
1.793982,-3.526080,0.364724,0.032408
1.894007,-1.353844,0.218984,0.061168
1.994040,1.862560,0.504200,-0.083922
2.093971,0.662527,0.236158,0.097555
2.194023,-0.371318,0.202165,-0.110633
2.294080,1.625052,0.150000,0.135624
2.394073,2.007066,0.283598,0.036164
2.494020,0.722791,0.168976,0.153804
2.593936,3.129287,0.292835,-0.261975
2.694034,0.174094,0.464381,-0.029901
2.794012,-3.975138,0.318352,-0.021967
2.893949,2.955788,0.371423,-0.051827
2.994012,-1.003514,0.150000,0.091540
3.094035,-1.059520,0.365750,0.051327
3.194077,1.937290,0.319416,-0.070205
3.294374,-0.784216,0.230468,-0.146351
3.394031,0.522111,0.355224,0.000511
3.493956,-2.830741,0.249083,-0.042065
3.593995,-1.604555,0.227457,-0.016129
3.694040,3.772372,0.376810,0.017458
3.794019,-0.148892,0.347510,-0.191877
3.893797,0.120460,0.290697,0.246324
3.994050,0.603095,0.257528,-0.003471
4.094739,2.285646,0.150000,0.075193
4.193989,-1.818775,0.454206,0.140279
4.293833,1.173714,0.150000,0.219046
4.394019,-1.132595,0.150000,0.009965
4.494210,-3.101327,0.195305,0.006856
4.594076,0.947185,0.150000,-0.091942
4.694028,-1.566507,0.605987,-0.032206
4.794043,-2.461729,0.458703,0.022746
